gene_id	gene_name	Control1	Control2	Eed_cKO1	Eed_cKO2
ENSMUSG00000000001.4	Gnai3	1985.91608622811	2973.3062111042	4030.30608238837	2625.72843913354
ENSMUSG00000000003.15	Pbsn	0	0	0	0
ENSMUSG00000000028.15	Cdc45	206.992254684584	284.319252933371	798.478502435345	314.403402376693
ENSMUSG00000000031.16	H19	23.6529834590015	16.2954853248157	37.3902248851231	74.613434492191
ENSMUSG00000000037.17	Scml2	36.0581923900661	23.4053012278964	98.6074652179522	109.90771890129
ENSMUSG00000000049.11	Apoh	0	0.9953508501687	0	0
ENSMUSG00000000056.7	Narf	609.468853988156	573.379415223868	749.03472000567	814.418029580836
ENSMUSG00000000058.6	Cav2	532.774471356284	687.549582106505	651.310945668696	1156.85281715192
ENSMUSG00000000078.7	Klf6	5307.72485726013	7246.27390787681	9109.60593164545	8573.47130965313
ENSMUSG00000000085.16	Scmh1	311.613718422636	549.891035495042	816.405067176374	553.969421490386
ENSMUSG00000000088.7	Cox5a	1372.64013029098	2011.14831508131	2406.57617269396	2043.32774013991
ENSMUSG00000000093.6	Tbx2	65.0790095526498	57.8544099069326	118.035961781694	358.180756991254
ENSMUSG00000000094.12	Tbx4	4.00281444128419	8.98226848384668	1.98501591118872	15.9083236795924
ENSMUSG00000000103.12	Zfy2	0	0	0	0
ENSMUSG00000000120.6	Ngfr	10.0109264946102	6.98333074249476	40.6791506615281	8.9527579564483
ENSMUSG00000000125.5	Wnt3	63.0512093884872	30.9353899796988	70.4590178657721	36.8352336985071
ENSMUSG00000000126.11	Wnt9a	16.0121375521125	11.9735075198571	14.883446510176	19.894598104012
ENSMUSG00000000127.15	Fer	238.968314328304	390.945373025549	477.795648783209	502.137834926465
ENSMUSG00000000131.15	Xpo6	1683.94916175718	2149.99371820781	2038.09838583367	2188.49935423123
ENSMUSG00000000134.17	Tfe3	655.39029305203	752.673870382999	813.361805381428	1040.98589848596
ENSMUSG00000000142.15	Axin2	97.2189758292244	77.9552119020748	186.517872586266	161.76052901571
ENSMUSG00000000148.17	Brat1	483.760060572248	409.557291899034	762.431829992397	630.60406562377
ENSMUSG00000000149.10	Gna12	2627.69533972617	750.925136278309	7020.03774451652	5709.95181471297
ENSMUSG00000000154.16	Slc22a18	0	4.23277270180551	3.71947350973347	8.00971741373378
ENSMUSG00000000157.16	Itgb2l	0	0	0	0
ENSMUSG00000000159.16	Igsf5	0	9.25696024962948	2.66641175102477	19.4845376424347
ENSMUSG00000000167.14	Pih1d2	25.4808962781812	20.8170200625556	33.2305455701638	31.1642744338916
ENSMUSG00000000168.9	Dlat	963.250118947932	1142.57535275736	1399.53432793535	858.361988604377
ENSMUSG00000000171.5	Sdhd	1934.23845348438	2825.59355528062	3237.14975874805	2827.85929064799
ENSMUSG00000000182.9	Fgf23	0	0	6.92632926424914	0
ENSMUSG00000000183.6	Fgf6	0	0	0	0
ENSMUSG00000000184.12	Ccnd2	5227.74771901543	6915.61797608442	18055.8644463623	6609.29136083427
ENSMUSG00000000194.13	Gpr107	473.602512205171	880.567072950407	978.867656922696	1173.28020151276
ENSMUSG00000000197.8	Nalcn	365.781163847649	297.181457392927	347.377371552344	418.340579765212
ENSMUSG00000000202.9	Btbd17	769.624878464075	1201.51755686882	1557.82743305536	1044.60044404311
ENSMUSG00000000204.16	Slfn4	0	0	3.223800813023	1.34798226198842
ENSMUSG00000000214.11	Th	0	0	26.8617007604276	2.97614315168229
ENSMUSG00000000215.11	Ins2	1.89081058066257	0	2.42425564144677	3.0696769610729
ENSMUSG00000000216.8	Scnn1g	0	0	0	0
ENSMUSG00000000223.13	Drp2	151.739080380667	86.9567777349864	213.294211119563	166.486431416344
ENSMUSG00000000244.17	Tspan32	7.28762152767326	15.6427541141455	12.9876201669931	29.6716862924325
ENSMUSG00000000247.11	Lhx2	1061.9567392248	1390.19303886901	3430.72241305838	1346.60172630668
ENSMUSG00000000248.16	Clec2g	0	0	0	0
ENSMUSG00000000253.13	Gmpr	294.845655446395	302.248243410347	196.495337603803	506.294200001579
ENSMUSG00000000263.15	Glra1	0	0	0	0
ENSMUSG00000000266.11	Mid2	19.4936345884936	16.9213551065099	27.6819234683205	65.4708387443222
ENSMUSG00000000275.16	Trim25	138.837547852781	159.840081165716	224.966039602232	368.488032385504
ENSMUSG00000000276.11	Dgke	187.211501789578	97.5572498030127	217.472061131929	249.952970738229
